,name,link,research_interest,ID
478,Dr Elsbeth Robson,https://www.hull.ac.uk/staff-directory/elsbeth-robson,"

Research interests
Engagement with policy and practice underlies my research / consultancy and I have considerable experience of knowledge exchange ensuring policy relevance and maximum impact.  
My recent research and consultancy in Malawi (since 2004) involves collaborating internationally with universities, government and non-governmental organizations; while being informed by political economy and feminist theoretical approaches (with a concern for ethics). 
 
Knowledges, Cultures & Space research group 
 
Institute of Applied Ethics 
 
Centre for Spirituality Studies 
 
Major research projects: 
 
Building an Evidence Base to Support and Enhance Community Health Workers' (informal) use of Mobile Phones in Ghana, Malawi and Ethiopia 
 
MRC-Wellcome Trust-DFID-ESRC 2018-2019 £197,472 PI Prof Kate Hampshire (Durham) 
 
Social Cash Transfers, generational relations and youth poverty trajectories in rural Lesotho and Malawi 
 
ESRC-DFID PI Prof Nicola Ansell (Brunel), CoIs Robson, van Blerk, Hajdu, Mwathunga, Hlabana 2015-2019, £338,000 
 
https://www.brunel.ac.uk/research/Projects/cash-transfers-youth# 
 
Mobile Phones and Youth in Africa 
 
ESRC-DFID PI Prof Gina Porter (Durham) co-I Kate Hampshire (Durham) et al 2012-2015, £460,000 
 
https://www.dur.ac.uk/child.phones/ 
 
Children, Transport and Mobility in Sub-Saharan Africa 
 
Developing a Child-Centred Evidence Base to Improve Policy and Change Thinking Across Africa 
 
ESRC-DFID PI Prof Gina Porter (Durham), co-I Kate Hampshire (Durham) et al 2006-2009, £353,932. 
 
https://www.dur.ac.uk/child.mobility/ 
 
Averting 'New Variant Famine' in Southern Africa: building food-secure livelihoods with AIDS-affected young people 
 
DFID-ESRC £201,757 2007-8 PI Prof Nicola Ansell (Durham), Co-Is Lorraine van Blerk (Dundee) & Elsbeth Robson



Project
Funder
Grant
Started
Status


Project
Building an evidence base to support and enhance community health workers' (informal) use of mobile phones in Ghana, Malawi and Ethiopia
Funder
MRC Medical Research Council
Grant
£4,584.00
Started
1 January 2018
Status
Complete


Project
Social cash transfers, generational relations and youth poverty trajectories in rural Lesotho and Malawi
Funder
ESRC Economic & Social Research Council
Grant
£33,193.00
Started
1 October 2015
Status
Complete



Postgraduate supervision
Areas of research interest: 
Sub-Saharan Africa 
 
Development 
 
Children and youth 
 
Gender and feminism 
 
COMPLETED PhDs (Lead Supervisor)  
 
Ansell, Nicola 1999 ‘Southern African secondary schools: places of empowerment for rural girls? Cases from Lesotho and Zimbabwe', Department of Environmental Social Sciences: Keele University. (now Professor in Human Geography, Brunel University). 
 
Mayeso Lazaro 2018 (University of Hull studentship 2015 -2018) ‘Grandfathers caring for orphaned grandchildren in rural Southern Malawi: Invisible in plain sight?' (now Lecturer in Human Ecology, University of Malawi). 
 
Bronia Cross 2019 (University of Hull studentship 2014 - 2017) ‘The historical geographies of European Childhood in Colonial Africa: Children's lives in Nyasaland 1889-1964'. 
 
Kalliopi Kaparounaki 2019 (University of Hull studentship 2014 - 2017) ‘Caregiving children in Malawi: Children's work within families affected by illness and disability' (now Lecturer in social work, University of the West of Scotland). 
 
Mbali Pewa 2020 (Commonwealth Scholarship 2015 - 2019) ‘Household Waste Management in a South African Township'.

",479
479,Dr Philip Langley,https://www.hull.ac.uk/staff-directory/philip-langley,"

Postgraduate supervision
Dr Langley welcomes applications from highly motivated students with an outstanding first class undergraduate / postgraduate degree and relevant experience associated with his research.

Completed PhDs

- Daniel Raine, Surface ECG waveform analysis in determining the extent of atrial remodelling and predicting ablation outcomes in patients with atrial fibrillation (MD)

- Wenfeng Duan, Dynamic Cardiac Imaging and Relationship to Physiological Measurements (PhD)

- Marjan Bojarnejad, Cardiovascular physics and engineering applied to improving the outcome of atrial fibrillation therapy (PhD)

- Kun Wang, Quantification of left ventricular volume from cardiac imaging (PhD)

- Abigail Haigh, An investigation of principal component analysis as a computational technique for separation of atrial and ventricular ECG activities (PhD)

- Adedayo Okelarin, Repeatability of thoracic impedance measurement (MPhil)

Current PhD supervisions 

-  Sarah Kane, Detection of atrial fibrillation in an ambulatory blood pressure device (PhD)

- Marwa S Al-Karadi, U waves in atrial fibrillation (PhD)

",480
480,Dr Sharif Zein,https://www.hull.ac.uk/staff-directory/sharif-zein,"

Research interests
Biomass and  plastics waste


Postgraduate supervision
Dr Zein welcomes applications in the area of biofuels and chemical feedstocks from renewable resources, such as from lignocellulosic biomass. 
 
He is also interested in scaling up the basic lab works to processes and bio-based products which can be used in industry. 
 
Current PhD Supervisions  
 
- Mohammed Abdulsattar 
 
- Elis Davies 
 
- Hassan Alabdrabalameer 
 
- Osman Yansaneh

",481
481,Mrs Liz Wells,https://www.hull.ac.uk/staff-directory/liz-wells,"

Research interests
Polyphenols 
PCOS 
Obesity  
Neutraceuticals

",482
482,Mrs Lesley Gratrix,https://www.hull.ac.uk/staff-directory/lesley-gratrix,"

Research interests
Nursing leadership 
Management 
Critical care Nursing 
Neurosurgical nursing

",483
483,Dr Antonio Malfense Fierro,https://www.hull.ac.uk/staff-directory/antonio-malfense-fierro,"

Research interests
African business and entrepreneurship 
Portfolio entrepreneurship 
Entrepreneurship in developing counties 
The value chain and enterprising activity 
Market Opportunity assessment 
Business Models/ Business Model innovation 
The relationship between risk and entrepreneurship 
Educational Technology  
Start-ups and Venture Capital 
Prototyping and design thinking 
Entrepreneurship Pedagogy 
New Market Entry 
Competitive Analysis 
Consultancy and Industry projects in higher education contexts 
 
GRANT AWARDS 
 
2017-2019 amount awarded: circa 93k (Co-investigator) Lobster Marketing phase 1- Sustaining & Growing the lobster trade for Holderness coast fishermen’  Funder: European Maritime Fisheries Fund, Marine Maritime Organisation and Holderness Flag  
 
2019-20 amount awarded circa 52k (Co-investigator) Lobster Marketing phase 2-'Supporting the future of the Lobster Trade and Tourism in the Holderness Coast' Funder: European Maritime Fisheries Fund, Marine Maritime Organisation and Holderness Flag  
 
CONSULTANCIES & KNOWLEDGE EXCHANGE 
 
2020- (T.B.A) 
 
2016- Work (gratis) with  grow movement in Lilongwe Malawi measuring the success of their membership programme for SMEs within Lilongwe.


Postgraduate supervision
Dr Malfense Fierro is interested in supervising Masters students, and hearing from potential PhD candidates that are desirous of doing novel research in his main areas of interest (Please see research interests section). 
 
These primarily include (but are not limited to) African large scale entrepreneurship and business, portfolio entrepreneurship, entrepreneurship in challenging environments, as well as entrepreneurship topics generally (in any country) and in developing contexts. 
 
Completed PhDs 
 
- Dr. Priscilla Otuo (as joint first supervisor) 
- Dr. Abdullah F Al Mulhim (as second supervisor) 
- Dr. Peter Djabang (as second supervisor) 
 
Current PhD supervisions (1st Supervisor) 
 
-  Mr Ze Qian, first supervisor (2014- ) 
-  Ms. Gloria Marandu, first supervisor (2015- ) 
-  Ms. Ontida Chanuban, first supervisor (Viva passed Jan 2020) 
-  Mr Mato Magobe, first supervisor (Viva passed June 2020) 
- Mrs Evija Mumdzjana, first Supervisor (2018-) 
 
Current Supervisions (2nd Supervisor) 
 
- Dr Asiamah Yeboah 2018-present

",484
484,Dr Imogen Long-Levasseur,https://www.hull.ac.uk/staff-directory/imogen-long-levasseur,None,485
485,Dr Sergei Zharkov,https://www.hull.ac.uk/staff-directory/sergei-zharkov,None,486
486,Professor John Oldfield,https://www.hull.ac.uk/staff-directory/john-oldfield,"


Project
Funder
Grant
Started
Status


Project
European Colonial Heritage Modalities in Entangled Cities
Funder
EC European Commission
Grant
£642,858.00
Started
1 February 2018
Status
Ongoing


Project
The Antislavery Knowledge Network: Community-Led Strategies for Creative and Heritage-Based Interventions in Sub-Saharan Africa
Funder
AHRC Arts & Humanities Research Council
Grant
£130,211.00
Started
1 September 2017
Status
Ongoing


Project
Anti-Slavery Usable Past
Funder
AHRC Arts & Humanities Research Council
Grant
£234,919.00
Started
1 September 2016
Status
Complete



Postgraduate supervision
Slavery and abolition in the Atlantic world (1750-1850), the American South, American race relations.

Completed PhDs 

Lauren Darwin (Bell), Coerced Migration Systems in Comparative Perspective: An Analysis of the British Slave Trade and Convict Transportation, 1786 - 1813 (2017)

Emmanuel Saboro, Slavery, Memory and Orality: A Case Study of Nineteenth-Century Ghana (2015)

Current PhD supervisors

- Historical Slavery in the Americas

- The Abolition of Slavery and the Transition to Freedoms

- Memories, Legacies and Representations of Slavery and Abolition

- Modern Slavery, Human Rights and Social Justice

",487
487,Dr Rebecca Williams,https://www.hull.ac.uk/staff-directory/rebecca-williams,"

Postgraduate supervision
Rebecca welcomes PhD applications in volcanic flows, igneous petrology, modelling volcanic processes, volcanic stratigraphy (including tephrostratigraphy) and historical/social/cultural volcanology. 
 
Completed PhDs  
 
Jordan N, 2015, Eruptive History of the Peralkaline Caldera Volcano at Pantelleria, Italy, University of Leicester.

",488
488,Mrs Suzi Storr,https://www.hull.ac.uk/staff-directory/suzi-storr,None,489
489,Mrs Elaine Skinn,https://www.hull.ac.uk/staff-directory/elaine-skinn,None,490
490,Mrs Katherine Smith,https://www.hull.ac.uk/staff-directory/katherine-smith,None,491
491,Mrs Megan Murray,https://www.hull.ac.uk/staff-directory/megan-murray,"

Postgraduate supervision
Megan welcomes applications in primary mathematics, especially focused on developing content knowledge.

",492
492,Professor Pavel Drabek,https://www.hull.ac.uk/staff-directory/pavel-drabek,"

Research interests
Shakespeare 
early modern drama in Europe 
transnational connections 
theatre theory 
playwriting 
opera libretto and music theatre 
scenography


Postgraduate supervision
Professor Drábek welcomes postgraduate students researching in the fields of Shakespeare, early modern theatre and drama in Europe, drama translation and adaptation, and opera libretto studies. 
Completed PhDs 
-  Kacer T, New Messengers: Reportage in Late Twentieth-Century British and American Mainstream Drama (2012, Masaryk University) 
-  Seibertová L, Translations as Original Works of Literature (2017, Masaryk University; supervision completed by Dr Michael Kaylor) 
-  Bell H, Practice-Based Investigation into Young People's Response to Shakespeare in Performance (2016, University of Hull; as co-supervisor) 
-  Tang R, Chinese Shakespeare: an Intercultural Study across Three Genres (2016, University of Hull; as co-supervisor) 
-  Harrison T, 'Guides Not Commanders': Imitation and Contamination of the Classics in the Comedies of Ben Jonson (2017; University of Hull; as co-supervisor) 
 
Current PhD supervisions 
- Railton, A, Tracing genre and mode shifts in the early modern period (University of Hull, NECAH scholarship; as principal supervisor; co-supervised with Prof. Lisa Hopkins, Sheffield Hallam University) 
- Gilbert, R, Professional wrestling as entertainment, a performance and a business (University of Hull, NECAH scholarship; as principal supervisor; co-supervised with Dr Henry Bell, Sheffield Hallam University) 
-  Fielding L, An Investigation into the Current Uses of Russian Theatre Director Vsevolod Emilievich Meyerhold's Actor Training System, Biomechanics, in the 21st Century (University of Hull; as co-supervisor)

",493
493,Dr Rosemary Cresswell,https://www.hull.ac.uk/staff-directory/rosemary-cresswell,"

Research interests
Rosemary Cresswell is funded by the Arts and Humanities Research Council to research the history of first aid in Britain and France, 1909-89 - see http://firstaidhistory.hull.ac.uk/ 
 
A new short project, funded by a Wellcome Trust Research Bursary, investigates the role of Oxfam in reporting on health conditions in wars since the 1940s. 
 
Rosemary is collaborating with investigators at Flinders University, Australia, and the University of Stirling for the project, 'Resilient Humanitarianism: A History of The League of Red Cross Societies, 1919-1991', funded by the Australian Research Council. 
 
Rosemary has previously written and published on the history of infectious diseases, medico-legal history,  and colonial nursing.


Postgraduate supervision
I have successfully supervised 3 PhD students to completion and am particularly interested in research topics relating to the history of health, war and humanitarianism.

",494
494,Dr Colin Veach,https://www.hull.ac.uk/staff-directory/colin-veach,"

Research interests
Dr Veach's research investigates the articulation of power and dominion in medieval Britain and Ireland, placed in the context of Europe. His 2014 monograph Lordship in Four Realms was one of the first truly transnational studies of the medieval aristocracy, the social and cultural glue which bound the Britain and Ireland to continental Europe. Utilising the lens of ‘lordship’, it looked at how one family adapted its strategies of domination in four distinct polities: England, Ireland, Wales and Normandy.  
Recently, he has begun to approach transnational history and political culture from the perspective of empire, particularly through involvement in collaborative projects funded by the Leverhulme Trust (‘New Interpretations on the Angevin World’), and the AHRC (‘An Empire of Islands’).  
The two strands of ‘lordship’ and ‘empire’ are brought together and developed in his current Leverhulme-funded project ‘England’s First Colony: State-Building on the Irish Frontier, 1199-1265’



Project
Funder
Grant
Started
Status


Project
England's First Colony: State-Building on an Irish Frontier, 1199-1265
Funder
The Leverhulme Trust
Grant
£47,814.00
Started
1 September 2019
Status
Ongoing



Postgraduate supervision
Dr Veach welcomes applications for postgraduate research into the politics and society of Britain and Ireland in the High Middle Ages, as well as the themes of medieval aristocracy, kingship, frontiers, and identities. 
 
Current and past PhD supervisions:  
 
Adam Cook, ‘The Two Norths: Identity and Hybridity in Yorkshire and Northumberland, 1066-1215’  
Ryan Prescott, ‘High Status Sites and Castles in Lincolnshire and the Humber’ 
Matthew Raven, 'The Earls of Edward III, 1330-1360' (Graduated 2019)

",495
