names,links,research,department
Professor Colin Tyler,https://www.hull.ac.uk/staff-directory/colin-tyler,"

Research interests
Common good politics 
British idealism and the New Liberalism 
Social economics 
Politics of immigration 
Jeremy Bentham's political thought 
History of European political thought since 1789



Project
Funder
Grant
Started
Status


Project
Daiwa Foundation Small Grant
Funder
Daiwa Anglo Japanese Foundation
Grant
£3,569.00
Started
1 July 2017
Status
Complete



Postgraduate supervision
British idealist social and political thought and practice 
Civil disobedience 
Common good politics 
International relations theory 
Jeremy Bentham's political thought 
Social economics, especially critics of capitalism

","Faculty of Business, Law and Politics"
Dr Martina McClean,https://www.hull.ac.uk/staff-directory/martina-mcclean,"

Research interests
Comparative Law ,  
EU Law, 
German Law


Postgraduate supervision
Dr McClean welcomes applications in the field of comparative public law, legal translation and European Union law. 
 
Completed PhDs  
 
- Dr Lang Zhiheng, China Scholarship Council, viva in April 2016 
 
- Dr Marton Varju, successfully completed his PhD thesis in 2008

","Faculty of Business, Law and Politics"
Dr Philip Molyneux,https://www.hull.ac.uk/staff-directory/philip-molyneux,"

Research interests
Compassion Focused Therapy 
Compassionate Mind Training

",Faculty of Health Sciences
Dr Tim Buescher,https://www.hull.ac.uk/staff-directory/tim-buescher,"

Research interests
Compulsive hoarding 
Families 
Non-medical understandings of mental health 
Psychosis 
Narratives 
Autoethnography 
Participatory research

",Faculty of Health Sciences
Professor Philip Rubini,https://www.hull.ac.uk/staff-directory/philip-rubini,"

Research interests
Computational Fluid Dynamics (CFD). Application of CFD to practical engineering problems including fluid flow, aerodynamics, aerothermal acoustics, combustion, heat transfer, fire safety.


Postgraduate supervision
Prof Rubini supervises PhD research projects across a broad selection of topics. Applications are always welcome for PhD, MPhil and MSc by Research degrees in all topics related to the application and development of CFD for thermo-fluids, heat transfer, process systems, gas turbines, combustion and fire safety to practical engineering problems. Please contact him directly to discuss opportunities, topics and available funding. 
 
Completed PhDs 
 
- Wiang J, Oxygen Rich Combustion Instability CFD Study for Future CCS Technology, University of Hull (2012-2017) 
https://hydra.hull.ac.uk/resources/hull:16076 
 
- Collins C, C. Collins, Scour protection around offshore wind turbine foundations, 2011 - 2016 
https://hydra.hull.ac.uk/resources/hull:16530 
 
- Khan I, The Feasibility of Applying Commercial CFD to Predict Intake and Exhaust High Frequency Noise, University of Hull (2010-2013) 
https://hydra.hull.ac.uk/resources/hull:11407 
 
- Isimite J, Impacts of Virtual Reality Simulation on Safety and Asset Reliability in Refinery Operations, University of Hull (2012-2015) 
 
- Singh N, Large Eddy Simulation of Acoustic Propagation in Turbulent Flow through Ducts and Mufflers, University of Hull (2012) 
https://hydra.hull.ac.uk/resources/hull:5841 
 
- Zhang Q, Combined Simulation and Experimental Validation of Visibility in Smoke Laden Environments, University of Hull (2010) 
https://hydra.hull.ac.uk/resources/hull:5806 
 
- Badry A, Cartesian Unstructured Methods for Incompressible Flows, PhD, Cranfield University (2007) 
 
- Sebzali M, Study of Ice Thermal Storage Systems for Kuwait, PhD, Cranfield University (2007) 
 
- Xezonakis V, Airfoil Optimisation Using Genetic Algorithms, MSc by Research, Cranfield University (2005) 
 
- Wood J P, Lean Premixed Combustion Models at Elevated Pressure for the Gas Turbine, PhD, Cranfield University (2004) 
 
- Worthy J A G, Large Eddy Simulation of Buoyant Plumes, PhD, Cranfield University (2003) 
 
- Rogero J-M, A Genetic Algorithms Based Optimisation Tool for the Preliminary Design of Gas Turbine Combustors, PhD, Cranfield University (2002) 
 
- Pierson S, Application of Commercial CFD to Improve Gasoline Port Fuel Injector Design and Targeting, PhD, Cranfield University (2002) 
 
- Pierce J B M, Prediction of Smoke Properties and Obscuration in Compartment Fires, PhD, Cranfield University (2002) 
 
- Sanderson V E, Turbulence Modelling of Turbulent Buoyant Jets and Compartment Fires, PhD, Cranfield University (2001) 
 
- Hyde S M, Field Modelling of Carbon Monoxide Production in Vitiated Compartment Fires, PhD, Cranfield University (2000) 
 
- Alhajraf S, Numerical Simulation of Drifting Sand, PhD, Cranfield University (2000) 
 
- Lewis M J, Field Modelling of Flame Spread for Enclosure Fires, PhD, Cranfield University (2000) 
 
- Riley C J, Numerical Modelling of Supercritical Fluid Extraction, PhD, Cranfield University (1998) 
 
- Stuttaford P J, Preliminary Gas Turbine Combustor Design Using a Network Approach, PhD, Cranfield University (1997) 
 
- Bressloff N E, CFD Prediction of Coupled Radiation Heat Transfer and Soot Production in Turbulent Flames, PhD, Cranfield University (1996) 
 
Current PhD supervisions  
 
- Houston B, Optimisation of Resonant Devices for Attenuation of Gas Turbine Combustor Noise (2011- ) 
 
- Bruce E, Optimisation of Vertical Axis Marine Turbines (2012- ) 
 
- Collins C, Scour Protection around Offshore Wind Turbine Foundations (2011-2017)

",Faculty of Science and Engineering
Dr John Atanbori,https://www.hull.ac.uk/staff-directory/john-atanbori,"

Research interests
Computer Vision 
Machine Learning 
Deep Learning 
The application of Computer Vision, Machine and Deep Learning to  Plant Phenotyping, Agric Technology and Animal Behaviour.

",Faculty of Science and Engineering
Dr Nilanthi Ratnayake,https://www.hull.ac.uk/staff-directory/nilanthi-ratnayake,"

Research interests
Consumption memories and brand relationships

Neuromarketing

Ethical consumption


Postgraduate supervision
I welcome applications in consumption memories, brand relationships, neuromarketing and ethical consumption. 

Completed PhDs

Algahtani, A. M. (2016). ‘Consumer motivations for social media usage and its impact on customers' trust and long-term relationships' PhD Thesis. University of Hull.

","Faculty of Business, Law and Politics"
Mrs Frances Hodgson,https://www.hull.ac.uk/staff-directory/frances-hodgson,"

Research interests
Continuity of carer

",Faculty of Health Sciences
Ms Julie Watson,https://www.hull.ac.uk/staff-directory/julie-watson,"

Research interests
Contributed to a number of projects that have direct policy implications: Cochrane reviews on infant feeding to inform WHO Guideline Development Group on nutrition actions (International). 
 
Research interests include:  
Public Health -women, children and families ( Reducing inequalities) 
Perinatal mental health; 
 Infant Feeding 
improving outcomes for women and babies;  
improving care delivery; service user experiences 
Children and young peoples health outcomes 
Safeguarding; vulnerable groups. 
 
Methodologies include qualitative and quantitative;; mixed methods  
Cochrane systematic reviews.  
Surveys 
Implementation science 
 
Continuing PhD studies.

",Faculty of Health Sciences
Dr Ming Hou,https://www.hull.ac.uk/staff-directory/ming-hou,"

Research interests
Control theory and its applications including modelling of dynamic systems, signal processing, estimator and filtering, biomedical engineering applications.


Postgraduate supervision
Dr Hou welcomes applications in 
 
-  Modelling and control of dynamic systems 
 
-  Bio-mechanics with applications in human posture control 
 
-  Machine learning of nonlinear phenomenon for pattern recognition 
 
Completed PhDs 
 
-  Lam Cheah 
 
-  Amartya Ganguly 
 
-  Goran Mohammed

",Faculty of Science and Engineering
Professor Carl Redshaw,https://www.hull.ac.uk/staff-directory/carl-redshaw,"

Research interests
Coordination chemistry; catalysis; metal-based anti-cancer agents; calixarene chemistry; organometallic chemistry.



Project
Funder
Grant
Started
Status


Project
Coordination chemistry approaches to societal issues: environmental and health
Funder
EPSRC Engineering & Physical Sciences Research Council
Grant
£79,539.00
Started
18 March 2018
Status
Ongoing


Project
Whitelaw Frater Cancer Trust Donation
Funder
Whitelaw Frater Cancer Trust
Grant
£45,271.00
Started
10 November 2012
Status
Ongoing


Project
Utilising the Coordination chemistry tool box to tackle issues ranging from Catalysis to Cancer
Funder
EPSRC Engineering & Physical Sciences Research Council
Grant
£57,206.00
Started
1 March 2014
Status
Complete


Project
Collaborative work with groups in China, particularly in Sichuan province, on projects such as polymerization catalysis.
Funder
AstaTech (Chengdu) BioPharm Co Ltd
Grant
£4,700.00
Started
1 February 2015
Status
Complete


Project
Medical Imaging Alliance: Siberia and Hull
Funder
British Council
Grant
£37,600.00
Started
3 September 2018
Status
Complete


Project
Cooperative effects in heterogeneous catalysis
Funder
Royal Society
Grant
£12,000.00
Started
31 March 2018
Status
Complete


Project
Evolving a Circular Plastics Economy
Funder
EPSRC Engineering & Physical Sciences Research Council
Grant
£778,121.00
Started
1 January 2019
Status
Ongoing



Postgraduate supervision
Prof Redshaw welcomes applications in coordination chemistry, homogeneous catalysis, metal-based imaging and anti-cancer chemistry from anyone with an interest in making metal-containing compounds. 
 
Completed PhDs 
 
-  Al-Khafaji Y F, New Pre-Catalysts for Ring Opening of Lactides/Lactones Based on Earth Abundant Metals (2016) 
 
-  Miller D M, New Metal-Based Agents for Molecular Imaging (2016) 
Completed MSc (by research) 
X. Sun 
M. Alamri 
S. Alqarni 
 
Current PhD supervisions 
 
-  Alshamrani A 
 
-  X. Zhang 
 
-  Wang K 
 
-  Xing T

",Faculty of Science and Engineering
